city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,eliminator,umpire1,umpire2
Bangalore,18-04-2008,BB McCullum,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,runs,140,N,Asad Rauf,RE Koertzen
Chandigarh,19-04-2008,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,33,N,MR Benson,SL Shastri
Delhi,19-04-2008,MF Maharoof,Feroz Shah Kotla,0,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Delhi Capitals,wickets,9,N,Aleem Dar,GA Pratapkumar
Mumbai,20-04-2008,MV Boucher,Wankhede Stadium,0,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Royal Challengers Bangalore,wickets,5,N,SJ Davis,DJ Harper
Kolkata,20-04-2008,DJ Hussey,Eden Gardens,0,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,bat,Kolkata Knight Riders,wickets,5,N,BF Bowden,K Hariharan
Jaipur,21-04-2008,SR Watson,Sawai Mansingh Stadium,0,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,bat,Rajasthan Royals,wickets,6,N,Aleem Dar,RB Tiffin
Hyderabad,22-04-2008,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Delhi Capitals,Deccan Chargers,bat,Delhi Capitals,wickets,9,N,IL Howell,AM Saheba
Chennai,23-04-2008,ML Hayden,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,runs,6,N,DJ Harper,GA Pratapkumar
Hyderabad,24-04-2008,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3,N,Asad Rauf,MR Benson
Chandigarh,25-04-2008,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab,runs,66,N,Aleem Dar,AM Saheba
Bangalore,26-04-2008,SR Watson,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7,N,MR Benson,IL Howell
Chennai,26-04-2008,JDP Oram,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Chennai Super Kings,wickets,9,N,BF Bowden,AV Jayaprakash
Mumbai,27-04-2008,AC Gilchrist,Dr DY Patil Sports Academy,0,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,10,N,Asad Rauf,SL Shastri
Chandigarh,27-04-2008,SM Katich,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Delhi Capitals,Delhi Capitals,bat,Kings XI Punjab,wickets,4,N,RE Koertzen,I Shivram
Bangalore,28-04-2008,MS Dhoni,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,13,N,BR Doctrove,RB Tiffin
Kolkata,29-04-2008,ST Jayasuriya,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,wickets,7,N,BF Bowden,AV Jayaprakash
Delhi,30-04-2008,GD McGrath,Feroz Shah Kotla,0,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Delhi Capitals,runs,10,N,Aleem Dar,I Shivram
Hyderabad,01-05-2008,SE Marsh,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,7,N,BR Doctrove,RB Tiffin
Jaipur,01-05-2008,SA Asnodkar,Sawai Mansingh Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,runs,45,N,RE Koertzen,GA Pratapkumar
Chennai,02-05-2008,V Sehwag,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Delhi Capitals,wickets,8,N,BF Bowden,K Hariharan
Hyderabad,25-05-2008,R Vinay Kumar,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,Royal Challengers Bangalore,wickets,5,N,Asad Rauf,RE Koertzen
Chandigarh,03-05-2008,IK Pathan,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,Kings XI Punjab,runs,9,N,DJ Harper,I Shivram
Mumbai,04-05-2008,SM Pollock,Dr DY Patil Sports Academy,0,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,29,N,IL Howell,RE Koertzen
Jaipur,04-05-2008,Sohail Tanvir,Sawai Mansingh Stadium,0,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Rajasthan Royals,wickets,8,N,Asad Rauf,AV Jayaprakash
Bangalore,05-05-2008,S Sreesanth,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,6,N,SJ Davis,BR Doctrove
Chennai,06-05-2008,AC Gilchrist,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,7,N,MR Benson,RB Tiffin
Mumbai,07-05-2008,A Nehra,Dr DY Patil Sports Academy,0,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Mumbai Indians,wickets,7,N,DJ Harper,RE Koertzen
Delhi,08-05-2008,MS Dhoni,Feroz Shah Kotla,0,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4,N,Aleem Dar,RB Tiffin
Kolkata,08-05-2008,SC Ganguly,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,5,N,Asad Rauf,IL Howell
Jaipur,09-05-2008,YK Pathan,Sawai Mansingh Stadium,0,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,field,Rajasthan Royals,wickets,8,N,MR Benson,AM Saheba
Bangalore,28-05-2008,CRD Fernando,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,9,N,BF Bowden,AV Jayaprakash
Chennai,10-05-2008,L Balaji,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,Chennai Super Kings,runs,18,N,AV Jayaprakash,BG Jerling
Hyderabad,11-05-2008,SC Ganguly,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,23,N,IL Howell,AM Saheba
Jaipur,11-05-2008,SR Watson,Sawai Mansingh Stadium,0,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,Rajasthan Royals,wickets,3,N,SJ Davis,RE Koertzen
Chandigarh,12-05-2008,SE Marsh,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Kings XI Punjab,wickets,9,N,BR Doctrove,I Shivram
Kolkata,13-05-2008,Shoaib Akhtar,Eden Gardens,0,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,23,N,Asad Rauf,IL Howell
Mumbai,14-05-2008,ST Jayasuriya,Wankhede Stadium,0,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,wickets,9,N,BR Doctrove,AM Saheba
Chandigarh,28-05-2008,SE Marsh,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab,runs,41,N,SJ Davis,K Hariharan
Delhi,15-05-2008,A Mishra,Feroz Shah Kotla,0,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,Delhi Capitals,runs,12,N,BG Jerling,GA Pratapkumar
Mumbai,16-05-2008,SM Pollock,Wankhede Stadium,0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,wickets,8,N,BR Doctrove,DJ Harper
Delhi,17-05-2008,DPMD Jayawardene,Feroz Shah Kotla,0,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,Kings XI Punjab,runs,6,N,AV Jayaprakash,RE Koertzen
Jaipur,17-05-2008,GC Smith,Sawai Mansingh Stadium,0,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rajasthan Royals,runs,65,N,BF Bowden,SL Shastri
Hyderabad,18-05-2008,DJ Bravo,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,Mumbai Indians,runs,25,N,BR Doctrove,DJ Harper
Kolkata,18-05-2008,M Ntini,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,runs,3,N,Asad Rauf,K Hariharan
Bangalore,19-05-2008,SP Goswami,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,5,N,SJ Davis,GA Pratapkumar
Kolkata,20-05-2008,YK Pathan,Eden Gardens,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6,N,BG Jerling,RE Koertzen
Mumbai,21-05-2008,SE Marsh,Wankhede Stadium,0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Kings XI Punjab,runs,1,N,BF Bowden,GA Pratapkumar
Chennai,21-05-2008,A Kumble,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,14,N,DJ Harper,I Shivram
Chandigarh,23-05-2008,SE Marsh,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,field,Kings XI Punjab,wickets,6,N,Asad Rauf,SJ Davis
Delhi,24-05-2008,KD Karthik,Feroz Shah Kotla,0,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Delhi Capitals,wickets,5,N,BF Bowden,K Hariharan
Chennai,24-05-2008,JA Morkel,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,10,N,DJ Harper,SL Shastri
Bangalore,03-05-2008,P Kumar,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,Royal Challengers Bangalore,runs,3,N,BR Doctrove,SL Shastri
Kolkata,25-05-2008,Umar Gul,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,Kolkata Knight Riders,wickets,3,N,SJ Davis,I Shivram
Jaipur,26-05-2008,Sohail Tanvir,Sawai Mansingh Stadium,0,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Rajasthan Royals,wickets,5,N,BF Bowden,K Hariharan
Hyderabad,27-05-2008,SK Raina,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,Chennai Super Kings,wickets,7,N,BG Jerling,AM Saheba
Mumbai,30-05-2008,SR Watson,Wankhede Stadium,0,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,Rajasthan Royals,runs,105,N,BF Bowden,RE Koertzen
Mumbai,31-05-2008,M Ntini,Wankhede Stadium,0,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,bat,Chennai Super Kings,wickets,9,N,Asad Rauf,DJ Harper
Mumbai,01-06-2008,YK Pathan,Dr DY Patil Sports Academy,0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3,N,BF Bowden,RE Koertzen
Cape Town,18-04-2009,SR Tendulkar,Newlands,1,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Mumbai Indians,runs,19,N,BR Doctrove,K Hariharan
Cape Town,18-04-2009,R Dravid,Newlands,1,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,75,N,BR Doctrove,RB Tiffin
Cape Town,19-04-2009,DL Vettori,Newlands,1,Delhi Capitals,Kings XI Punjab,Delhi Capitals,field,Delhi Capitals,wickets,10,N,MR Benson,SD Ranade
Cape Town,19-04-2009,RP Singh,Newlands,1,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,bat,Deccan Chargers,wickets,8,N,MR Benson,BR Doctrove
Port Elizabeth,20-04-2009,M Muralitharan,St George's Park,1,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,92,N,BG Jerling,SJA Taufel
Durban,21-04-2009,CH Gayle,Kingsmead,1,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,runs,11,N,DJ Harper,SD Ranade
Cape Town,22-04-2009,AC Gilchrist,Newlands,1,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,24,N,M Erasmus,AM Saheba
Durban,23-04-2009,AB de Villiers,Kingsmead,1,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,runs,9,N,BR Doctrove,SJA Taufel
Cape Town,23-04-2009,YK Pathan,Newlands,1,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Rajasthan Royals,tie,NA,Y,MR Benson,M Erasmus
Durban,24-04-2009,RS Bopara,Kingsmead,1,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Kings XI Punjab,wickets,7,N,BR Doctrove,TH Wijewardene
Durban,25-04-2009,PP Ojha,Kingsmead,1,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Deccan Chargers,runs,12,N,HDPK Dharmasena,SJA Taufel
Port Elizabeth,26-04-2009,TM Dilshan,St George's Park,1,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,Delhi Capitals,wickets,6,N,S Asnani,BG Jerling
Cape Town,26-04-2009,KC Sangakkara,Newlands,1,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,Kings XI Punjab,runs,27,N,M Erasmus,K Hariharan
Durban,27-04-2009,HH Gibbs,Kingsmead,1,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,6,N,IL Howell,TH Wijewardene
Port Elizabeth,27-04-2009,SR Tendulkar,St George's Park,1,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92,N,BG Jerling,RB Tiffin
Centurion,28-04-2009,YK Pathan,SuperSport Park,1,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Rajasthan Royals,wickets,5,N,GAV Baxter,RE Koertzen
Durban,29-04-2009,MV Boucher,Kingsmead,1,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,Royal Challengers Bangalore,wickets,5,N,MR Benson,TH Wijewardene
Durban,29-04-2009,KC Sangakkara,Kingsmead,1,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Kings XI Punjab,runs,3,N,MR Benson,SL Shastri
Centurion,30-04-2009,DP Nannes,SuperSport Park,1,Deccan Chargers,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6,N,GAV Baxter,AM Saheba
Centurion,30-04-2009,SK Raina,SuperSport Park,1,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,runs,38,N,GAV Baxter,RE Koertzen
East London,01-05-2009,JP Duminy,Buffalo Park,1,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9,N,M Erasmus,SK Tarapore
Durban,01-05-2009,Yuvraj Singh,Kingsmead,1,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,8,N,HDPK Dharmasena,S Ravi
Port Elizabeth,02-05-2009,YK Pathan,St George's Park,1,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Rajasthan Royals,wickets,3,N,S Asnani,BG Jerling
Johannesburg,02-05-2009,SB Jakati,New Wanderers Stadium,1,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,runs,18,N,DJ Harper,RE Koertzen
Port Elizabeth,03-05-2009,DPMD Jayawardene,St George's Park,1,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kings XI Punjab,wickets,6,N,S Asnani,MR Benson
Johannesburg,03-05-2009,JH Kallis,New Wanderers Stadium,1,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Royal Challengers Bangalore,wickets,9,N,RE Koertzen,TH Wijewardene
East London,04-05-2009,MS Dhoni,Buffalo Park,1,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,runs,78,N,BR Doctrove,M Erasmus
Durban,05-05-2009,GC Smith,Kingsmead,1,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Rajasthan Royals,runs,78,N,SS Hazare,IL Howell
Durban,05-05-2009,G Gambhir,Kingsmead,1,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Delhi Capitals,wickets,9,N,GAV Baxter,IL Howell
Centurion,06-05-2009,RG Sharma,SuperSport Park,1,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Deccan Chargers,runs,19,N,MR Benson,HDPK Dharmasena
Centurion,07-05-2009,A Singh,SuperSport Park,1,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7,N,K Hariharan,DJ Harper
Centurion,07-05-2009,ML Hayden,SuperSport Park,1,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,runs,12,N,DJ Harper,TH Wijewardene
East London,08-05-2009,A Nehra,Buffalo Park,1,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,Delhi Capitals,wickets,7,N,M Erasmus,SK Tarapore
Kimberley,09-05-2009,DPMD Jayawardene,De Beers Diamond Oval,1,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,3,N,GAV Baxter,AM Saheba
Kimberley,09-05-2009,S Badrinath,De Beers Diamond Oval,1,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,7,N,GAV Baxter,HDPK Dharmasena
Port Elizabeth,10-05-2009,JP Duminy,St George's Park,1,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,16,N,BR Doctrove,BG Jerling
Johannesburg,10-05-2009,A Mishra,New Wanderers Stadium,1,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Delhi Capitals,wickets,7,N,SL Shastri,RB Tiffin
Kimberley,11-05-2009,DR Smith,De Beers Diamond Oval,1,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Deccan Chargers,runs,53,N,GAV Baxter,HDPK Dharmasena
Centurion,12-05-2009,LRPL Taylor,SuperSport Park,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,6,N,M Erasmus,SS Hazare
Centurion,12-05-2009,Harbhajan Singh,SuperSport Park,1,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians,wickets,8,N,SS Hazare,RE Koertzen
Durban,13-05-2009,R Bhatia,Kingsmead,1,Deccan Chargers,Delhi Capitals,Deccan Chargers,field,Delhi Capitals,runs,12,N,DJ Harper,SL Shastri
Durban,14-05-2009,LRPL Taylor,Kingsmead,1,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Royal Challengers Bangalore,wickets,2,N,BR Doctrove,DJ Harper
Durban,14-05-2009,SK Warne,Kingsmead,1,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,2,N,BR Doctrove,DJ Harper
Bloemfontein,15-05-2009,B Lee,OUTsurance Oval,1,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,6,N,HDPK Dharmasena,IL Howell
Port Elizabeth,16-05-2009,ML Hayden,St George's Park,1,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Chennai Super Kings,wickets,7,N,SK Tarapore,SJA Taufel
Johannesburg,16-05-2009,RG Sharma,New Wanderers Stadium,1,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,Deccan Chargers,wickets,6,N,RE Koertzen,S Ravi
Johannesburg,17-05-2009,Yuvraj Singh,New Wanderers Stadium,1,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,Kings XI Punjab,runs,1,N,S Ravi,RB Tiffin
Bloemfontein,17-05-2009,AB de Villiers,OUTsurance Oval,1,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals,runs,14,N,SS Hazare,IL Howell
Centurion,18-05-2009,BJ Hodge,SuperSport Park,1,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,7,N,SJA Taufel,RB Tiffin
Johannesburg,19-05-2009,JH Kallis,New Wanderers Stadium,1,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,bat,Royal Challengers Bangalore,wickets,7,N,IL Howell,RB Tiffin
Durban,20-05-2009,LR Shukla,Kingsmead,1,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,4,N,BG Jerling,SJA Taufel
Durban,20-05-2009,M Muralitharan,Kingsmead,1,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,runs,24,N,BG Jerling,SJA Taufel
Centurion,21-05-2009,V Sehwag,SuperSport Park,1,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Delhi Capitals,wickets,4,N,IL Howell,S Ravi
Centurion,21-05-2009,MK Pandey,SuperSport Park,1,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,12,N,IL Howell,S Ravi
Centurion,22-05-2009,AC Gilchrist,SuperSport Park,1,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,6,N,BR Doctrove,DJ Harper
Johannesburg,23-05-2009,MK Pandey,New Wanderers Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,6,N,RE Koertzen,SJA Taufel
Johannesburg,24-05-2009,A Kumble,New Wanderers Stadium,1,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,field,Deccan Chargers,runs,6,N,RE Koertzen,SJA Taufel
Mumbai,12-03-2010,AD Mathews,Dr DY Patil Sports Academy,0,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,Kolkata Knight Riders,runs,11,N,RE Koertzen,RB Tiffin
Mumbai,13-03-2010,YK Pathan,Brabourne Stadium,0,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,runs,4,N,RE Koertzen,RB Tiffin
Chandigarh,13-03-2010,G Gambhir,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,5,N,BR Doctrove,S Ravi
Kolkata,14-03-2010,MK Tiwary,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7,N,HDPK Dharmasena,AM Saheba
Chennai,14-03-2010,WPUJC Vaas,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,31,N,K Hariharan,DJ Harper
Ahmedabad,15-03-2010,V Sehwag,"Sardar Patel Stadium, Motera",0,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6,N,BG Jerling,RE Koertzen
Bangalore,16-03-2010,JH Kallis,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,bat,Royal Challengers Bangalore,wickets,8,N,S Das,DJ Harper
Kolkata,16-03-2010,MS Dhoni,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,55,N,HDPK Dharmasena,AM Saheba
Delhi,17-03-2010,SR Tendulkar,Feroz Shah Kotla,0,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Mumbai Indians,runs,98,N,BR Doctrove,SK Tarapore
Bangalore,18-03-2010,JH Kallis,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,10,N,K Hariharan,DJ Harper
Delhi,19-03-2010,ML Hayden,Feroz Shah Kotla,0,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,wickets,5,N,BR Doctrove,SK Tarapore
Cuttack,19-03-2010,A Symonds,Barabati Stadium,0,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Deccan Chargers,runs,6,N,BF Bowden,M Erasmus
Ahmedabad,20-03-2010,AA Jhunjhunwala,"Sardar Patel Stadium, Motera",0,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,runs,34,N,RE Koertzen,RB Tiffin
Mumbai,20-03-2010,JH Kallis,Brabourne Stadium,0,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Royal Challengers Bangalore,wickets,7,N,HDPK Dharmasena,SS Hazare
Cuttack,21-03-2010,A Symonds,Barabati Stadium,0,Deccan Chargers,Delhi Capitals,Deccan Chargers,bat,Deccan Chargers,runs,10,N,BF Bowden,M Erasmus
Chennai,21-03-2010,J Theron,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,Kings XI Punjab,tie,NA,Y,K Hariharan,DJ Harper
Mumbai,22-03-2010,SR Tendulkar,Brabourne Stadium,0,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Mumbai Indians,wickets,7,N,SS Hazare,SJA Taufel
Bangalore,23-03-2010,RV Uthappa,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bangalore,runs,36,N,RE Koertzen,RB Tiffin
Chandigarh,24-03-2010,AC Voges,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Rajasthan Royals,runs,31,N,BR Doctrove,SK Tarapore
Mumbai,25-03-2010,SR Tendulkar,Brabourne Stadium,0,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,wickets,5,N,BF Bowden,AM Saheba
Ahmedabad,26-03-2010,YK Pathan,"Sardar Patel Stadium, Motera",0,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,Rajasthan Royals,wickets,8,N,HDPK Dharmasena,SJA Taufel
Chandigarh,27-03-2010,MK Tiwary,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,39,N,BR Doctrove,S Ravi
Bangalore,25-03-2010,KM Jadhav,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,Delhi Capitals,runs,17,N,BG Jerling,RE Koertzen
